출발 국가,항공사,출발 공항,도착 공항,도착 국가,도착국가이름,년도,월,운항회수,출발 국가,도착 국가,정원(전체)
UZB,Uzbekistan Airways,NCU,DME,RUS,러시아,2016,7,4,4,4,600
UZB,Uzbekistan Airways,NCU,DME,RUS,러시아,2016,8,4,4,4,600
UZB,Uzbekistan Airways,NCU,DME,RUS,러시아,2016,9,4,4,4,600
UZB,Uzbekistan Airways,NCU,DME,RUS,러시아,2016,10,5,5,5,750
UZB,Uzbekistan Airways,NCU,DME,RUS,러시아,2016,11,4,4,4,600
UZB,Uzbekistan Airways,NCU,DME,RUS,러시아,2016,12,4,4,4,600
UZB,Uzbekistan Airways,NCU,DME,RUS,러시아,2017,3,1,1,1,150
UZB,Uzbekistan Airways,NCU,DME,RUS,러시아,2017,4,3,3,3,450
UZB,Uzbekistan Airways,NCU,DME,RUS,러시아,2017,5,1,1,1,150
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2016,6,13,13,13,2149
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2016,7,13,13,13,2098
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2016,8,14,14,14,2362
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2016,9,12,12,12,1902
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2016,10,14,14,14,2197
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2016,11,13,13,13,1984
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2016,12,12,12,12,1965
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2017,1,10,10,10,1670
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2017,2,8,8,8,1234
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2017,3,14,14,14,2100
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2017,4,13,13,13,1950
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2017,5,13,13,13,1950
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2017,6,12,12,12,1800
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2017,7,14,14,14,2100
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2017,8,14,14,14,2100
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2017,9,13,13,13,1950
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2017,10,14,14,14,2140
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2017,11,13,13,13,2092
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2017,12,14,14,14,2220
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2018,1,14,14,14,2300
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2018,2,13,13,13,2167
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2018,3,13,13,13,2070
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2018,4,13,13,13,1950
UZB,Uzbekistan Airways,NMA,DME,RUS,러시아,2018,5,13,13,13,1950
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2016,6,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2016,7,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2016,8,5,5,5,750
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2016,9,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2016,10,5,5,5,750
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2016,11,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2016,12,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2017,1,5,5,5,750
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2017,2,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2017,3,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2017,4,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2017,5,5,5,5,750
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2017,6,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2017,7,5,5,5,750
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2017,8,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2017,9,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2017,10,5,5,5,750
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2017,11,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2017,12,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2018,1,5,5,5,750
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2018,2,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2018,3,4,4,4,600
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2018,4,5,5,5,750
UZB,Uzbekistan Airways,NVI,DME,RUS,러시아,2018,5,4,4,4,600
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2016,6,22,22,22,3460
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2016,7,21,21,21,3310
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2016,8,22,22,22,3454
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2016,9,22,22,22,3300
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2016,10,22,22,22,3476
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2016,11,21,21,21,3481
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2016,12,22,22,22,3454
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2017,1,17,17,17,2590
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2017,2,16,16,16,2400
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2017,3,23,23,23,3610
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2017,4,21,21,21,3292
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2017,5,22,22,22,3482
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2017,6,22,22,22,3460
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2017,7,9,9,9,1350
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2017,8,22,22,22,3436
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2017,9,22,22,22,3488
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2017,10,22,22,22,3436
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2017,11,18,18,18,2700
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2017,12,18,18,18,2700
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2018,1,17,17,17,2550
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2018,2,16,16,16,2400
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2018,3,18,18,18,2700
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2018,4,17,17,17,2550
UZB,Uzbekistan Airways,SKD,DME,RUS,러시아,2018,5,18,18,18,2700
UZB,Uzbekistan Airways,SKD,IST,TUR,터키,2017,10,1,1,1,184
UZB,Uzbekistan Airways,SKD,IST,TUR,터키,2017,11,7,7,7,1204
UZB,Uzbekistan Airways,SKD,IST,TUR,터키,2017,12,8,8,8,1342
UZB,Uzbekistan Airways,SKD,IST,TUR,터키,2018,1,8,8,8,1336
UZB,Uzbekistan Airways,SKD,IST,TUR,터키,2018,2,8,8,8,1348
UZB,Uzbekistan Airways,SKD,IST,TUR,터키,2018,3,9,9,9,1510
UZB,Uzbekistan Airways,SKD,IST,TUR,터키,2018,4,9,9,9,1550
UZB,Uzbekistan Airways,SKD,IST,TUR,터키,2018,5,9,9,9,1486
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2016,6,5,5,5,750
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2016,7,3,3,3,450
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2016,8,4,4,4,600
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2016,9,5,5,5,750
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2016,10,4,4,4,600
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2016,11,4,4,4,600
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2016,12,5,5,5,750
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2017,1,2,2,2,300
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2017,2,2,2,2,300
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2017,3,3,3,3,450
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2017,4,4,4,4,600
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2017,5,4,4,4,600
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2017,6,5,5,5,750
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2017,7,4,4,4,600
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2017,8,5,5,5,750
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2017,9,4,4,4,600
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2017,10,4,4,4,600
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2017,11,2,2,2,300
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2018,4,1,1,1,150
UZB,Uzbekistan Airways,SKD,KZN,RUS,러시아,2018,5,4,4,4,600
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2016,6,13,13,13,2110
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2016,7,13,13,13,2110
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2016,8,14,14,14,2254
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2016,9,13,13,13,1950
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2016,10,13,13,13,2126
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2016,11,13,13,13,2281
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2016,12,13,13,13,2104
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2017,1,13,13,13,2150
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2017,2,12,12,12,1942
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2017,3,14,14,14,2260
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2017,4,12,12,12,1942
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2017,5,14,14,14,2282
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2017,6,13,13,13,2110
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2017,7,13,13,13,2120
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2017,8,13,13,13,2086
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2017,9,13,13,13,2098
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2017,10,13,13,13,2120
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2017,11,13,13,13,2104
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2017,12,13,13,13,2092
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2018,1,13,13,13,2086
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2018,2,12,12,12,1948
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2018,3,13,13,13,2110
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2018,4,13,13,13,2150
UZB,Uzbekistan Airways,SKD,LED,RUS,러시아,2018,5,13,13,13,2086
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2016,6,4,4,4,600
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2016,7,7,7,7,1164
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2016,8,7,7,7,1050
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2016,9,4,4,4,600
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2016,10,5,5,5,750
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2016,11,6,6,6,1225
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2016,12,6,6,6,900
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2017,1,4,4,4,697
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2017,2,4,4,4,697
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2017,3,8,8,8,1200
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2017,4,9,9,9,1350
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2017,5,9,9,9,1578
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2017,6,8,8,8,1200
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2017,7,9,9,9,1350
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2017,8,9,9,9,1350
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2017,9,9,9,9,1350
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2017,10,9,9,9,1350
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2017,11,7,7,7,1050
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2017,12,7,7,7,1050
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2018,1,6,6,6,900
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2018,2,6,6,6,900
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2018,3,9,9,9,1350
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2018,4,8,8,8,1240
UZB,Uzbekistan Airways,TAS,AER,RUS,러시아,2018,5,9,9,9,1350
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2016,6,26,26,26,3900
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2016,7,27,27,27,4050
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2016,8,26,26,26,3900
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2016,9,26,26,26,3996
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2016,10,26,26,26,3900
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2016,11,26,26,26,3900
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2016,12,26,26,26,3900
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2017,1,25,25,25,3750
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2017,2,24,24,24,3600
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2017,3,27,27,27,4147
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2017,4,26,26,26,3900
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2017,5,25,25,25,3750
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2017,6,26,26,26,3900
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2017,7,26,26,26,3900
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2017,8,27,27,27,4090
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2017,9,26,26,26,4076
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2017,10,26,26,26,4077
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2017,11,26,26,26,4241
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2017,12,30,30,30,4534
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2018,1,30,30,30,4534
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2018,2,28,28,28,4280
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2018,3,31,31,31,4826
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2018,4,31,31,31,5129
UZB,Uzbekistan Airways,TAS,ALA,KAZ,카자흐스탄,2018,5,31,31,31,4650
UZB,Uzbekistan Airways,TAS,ATQ,IND,인도,2017,11,10,10,10,1597
UZB,Uzbekistan Airways,TAS,ATQ,IND,인도,2017,12,8,8,8,1371
UZB,Uzbekistan Airways,TAS,ATQ,IND,인도,2018,1,9,9,9,1350
UZB,Uzbekistan Airways,TAS,ATQ,IND,인도,2018,2,8,8,8,1400
UZB,Uzbekistan Airways,TAS,ATQ,IND,인도,2018,3,9,9,9,1390
UZB,Uzbekistan Airways,TAS,ATQ,IND,인도,2018,4,8,8,8,1337
UZB,Uzbekistan Airways,TAS,ATQ,IND,인도,2018,5,6,6,6,900
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2016,6,9,9,9,1881
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2016,7,13,13,13,3205
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2016,8,14,14,14,3463
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2016,9,8,8,8,1839
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2016,10,9,9,9,2109
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2016,11,17,17,17,3959
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2016,12,19,19,19,4664
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2017,1,22,22,22,5621
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2017,2,16,16,16,4139
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2017,3,17,17,17,4301
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2017,4,8,8,8,1976
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2017,5,10,10,10,2356
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2017,6,8,8,8,1879
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2017,7,14,14,14,3401
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2017,8,13,13,13,3097
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2017,9,8,8,8,1862
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2017,10,9,9,9,2223
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2017,11,18,18,18,4090
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2017,12,22,22,22,5609
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2018,1,25,25,25,6513
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2018,2,20,20,20,4745
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2018,3,19,19,19,4503
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2018,4,9,9,9,2228
UZB,Uzbekistan Airways,TAS,BKK,THA,타이,2018,5,9,9,9,2006
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2016,6,8,8,8,1856
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2016,7,9,9,9,2017
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2016,8,9,9,9,2057
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2016,9,9,9,9,2183
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2016,10,8,8,8,1816
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2016,11,5,5,5,750
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2016,12,4,4,4,731
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2017,1,5,5,5,984
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2017,2,4,4,4,600
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2017,3,4,4,4,861
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2017,4,8,8,8,1748
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2017,5,9,9,9,2166
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2017,6,9,9,9,1995
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2017,7,8,8,8,1862
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2017,8,9,9,9,1932
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2017,9,9,9,9,2171
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2017,10,9,9,9,1987
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2017,11,4,4,4,822
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2017,12,4,4,4,931
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2018,1,5,5,5,950
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2018,2,3,3,3,570
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2018,3,5,5,5,1138
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2018,4,8,8,8,1919
UZB,Uzbekistan Airways,TAS,CDG,FRA,프랑스,2018,5,9,9,9,2274
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2016,6,26,26,26,5064
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2016,7,28,28,28,6111
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2016,8,25,25,25,5404
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2016,9,27,27,27,5418
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2016,10,27,27,27,6084
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2016,11,21,21,21,5204
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2016,12,21,21,21,5008
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2017,1,22,22,22,5240
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2017,2,20,20,20,4843
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2017,3,23,23,23,5440
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2017,4,26,26,26,5643
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2017,5,26,26,26,5741
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2017,6,26,26,26,5276
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2017,7,27,27,27,5889
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2017,8,27,27,27,5544
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2017,9,25,25,25,5027
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2017,10,26,26,26,5991
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2017,11,22,22,22,4926
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2017,12,21,21,21,4012
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2018,1,22,22,22,4235
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2018,2,18,18,18,3573
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2018,3,22,22,22,4709
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2018,4,22,22,22,5193
UZB,Uzbekistan Airways,TAS,DEL,IND,인도,2018,5,22,22,22,5037
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2016,6,60,60,60,14034
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2016,7,62,62,62,13941
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2016,8,60,60,60,12638
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2016,9,60,60,60,11764
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2016,10,62,62,62,12446
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2016,11,60,60,60,13040
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2016,12,60,60,60,13554
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2017,1,61,61,61,14003
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2017,2,56,56,56,13609
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2017,3,61,61,61,14792
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2017,4,60,60,60,14291
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2017,5,62,62,62,14734
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2017,6,60,60,60,13831
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2017,7,60,60,60,14521
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2017,8,66,66,66,14668
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2017,9,63,63,63,14197
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2017,10,63,63,63,14634
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2017,11,61,61,61,14321
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2017,12,68,68,68,16116
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2018,1,62,62,62,14824
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2018,2,55,55,55,13776
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2018,3,61,61,61,15030
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2018,4,61,61,61,15189
UZB,Uzbekistan Airways,TAS,DME,RUS,러시아,2018,5,62,62,62,15460
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2016,6,13,13,13,3153
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2016,7,13,13,13,2891
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2016,8,14,14,14,2698
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2016,9,12,12,12,2851
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2016,10,14,14,14,3391
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2016,11,13,13,13,3136
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2016,12,16,16,16,3936
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2017,1,17,17,17,4202
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2017,2,12,12,12,2952
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2017,3,13,13,13,3198
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2017,4,13,13,13,3199
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2017,5,14,14,14,3348
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2017,6,12,12,12,2568
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2017,7,14,14,14,3004
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2017,8,13,13,13,2646
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2017,9,13,13,13,2760
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2017,10,13,13,13,2944
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2017,11,14,14,14,3339
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2017,12,16,16,16,3692
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2018,1,16,16,16,3938
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2018,2,15,15,15,3556
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2018,3,21,21,21,4734
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2018,4,22,22,22,5186
UZB,Uzbekistan Airways,TAS,DXB,UAE,아랍에미리트,2018,5,21,21,21,4938
UZB,Uzbekistan Airways,TAS,DYU,TJK,타지키스탄,2017,4,6,6,6,900
UZB,Uzbekistan Airways,TAS,DYU,TJK,타지키스탄,2017,5,5,5,5,750
UZB,Uzbekistan Airways,TAS,DYU,TJK,타지키스탄,2017,6,3,3,3,450
