Ç×°ø»ç,Ãâ¹ß °øÇ×,Ãâ¹ß ±¹°¡,Ãâ¹ß±¹°¡ÀÌ¸§,µµÂø °øÇ×,µµÂø ±¹°¡,³âµµ,¿ù,¿îÇ×È¸¼ö,Ãâ¹ß ±¹°¡,µµÂø ±¹°¡,Á¤¿ø(ÀüÃ¼)
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2017,9,2,2,2,298
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2017,11,1,1,1,224
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2017,12,4,4,4,671
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2018,1,2,2,2,298
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2018,2,2,2,2,298
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2018,3,2,2,2,373
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2018,4,2,2,2,298
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2018,5,2,2,2,298
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2016,6,17,17,17,2533
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2016,7,19,19,19,2831
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2016,8,18,18,18,2682
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2016,9,15,15,15,2433
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2016,10,18,18,18,4032
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2016,11,17,17,17,3808
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2016,12,16,16,16,3584
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,1,19,19,19,3581
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,2,15,15,15,2235
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,3,16,16,16,3209
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,4,15,15,15,3290
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,5,16,16,16,3509
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,6,17,17,17,2533
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,7,18,18,18,3357
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,8,18,18,18,2907
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,9,17,17,17,2608
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,10,18,18,18,4032
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,11,15,15,15,3360
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,12,11,11,11,2389
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2018,1,17,17,17,2533
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2018,2,16,16,16,2459
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2018,3,18,18,18,2682
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2018,4,17,17,17,2533
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2018,5,12,12,12,2013
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,NJC,RUS,2016,11,2,2,2,373
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,NJC,RUS,2016,12,2,2,2,298
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,NJC,RUS,2017,2,2,2,2,298
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,NJC,RUS,2017,3,1,1,1,224
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2016,6,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2016,7,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2016,8,5,5,5,745
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2016,9,2,2,2,298
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2016,10,4,4,4,896
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2016,11,5,5,5,1120
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2016,12,4,4,4,821
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,1,5,5,5,895
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,2,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,3,4,4,4,821
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,4,2,2,2,413
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,5,4,4,4,821
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,6,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,7,4,4,4,746
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,8,5,5,5,820
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,9,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,10,4,4,4,896
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,11,4,4,4,896
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,12,3,3,3,522
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2018,1,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2018,2,3,3,3,447
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2018,3,3,3,3,447
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2018,4,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2018,5,2,2,2,373
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2016,6,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2016,7,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2016,8,5,5,5,745
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2016,9,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2016,10,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2016,11,5,5,5,1120
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2016,12,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2017,1,4,4,4,746
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2017,2,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2017,3,5,5,5,1050
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2017,4,3,3,3,672
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2017,5,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2017,6,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2017,7,4,4,4,746
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2017,8,5,5,5,1120
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2017,9,4,4,4,896
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2017,10,4,4,4,896
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2017,11,5,5,5,1120
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2017,12,4,4,4,896
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2018,1,5,5,5,970
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2018,2,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2018,3,4,4,4,596
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2018,4,3,3,3,447
Tajik Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2018,5,5,5,5,895
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,AYT,TUR,2017,5,2,2,2,330
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,AYT,TUR,2017,6,9,9,9,1485
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,AYT,TUR,2017,7,8,8,8,1320
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,AYT,TUR,2017,8,9,9,9,1485
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,AYT,TUR,2017,9,2,2,2,330
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,AYT,TUR,2018,5,3,3,3,495
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2016,6,35,35,35,5312
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2016,7,40,40,40,6040
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2016,8,41,41,41,6191
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2016,9,39,39,39,5889
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2016,10,38,38,38,5738
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2016,11,30,30,30,4530
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2016,12,31,31,31,4681
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2017,1,28,28,28,4228
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2017,2,28,28,28,4228
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2017,3,35,35,35,5285
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2017,4,37,37,37,5587
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2017,5,41,41,41,6191
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2017,6,40,40,40,6040
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2017,7,44,44,44,6644
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2017,8,44,44,44,6644
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2017,9,43,43,43,6493
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2017,10,44,44,44,6644
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2017,11,35,35,35,5285
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2017,12,39,39,39,5889
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2018,1,39,39,39,5889
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2018,2,38,38,38,5738
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2018,3,44,44,44,6644
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2018,4,43,43,43,6493
Turkish Airlines,ALA,KAZ,Ä«ÀÚÈå½ºÅº,IST,TUR,2018,5,44,44,44,6644
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2016,6,39,39,39,6949
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2016,7,45,45,45,8027
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2016,8,50,50,50,8765
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2016,9,47,47,47,8266
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2016,10,40,40,40,6536
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2016,11,30,30,30,5270
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2016,12,31,31,31,5347
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2017,1,26,26,26,4305
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2017,2,26,26,26,4459
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2017,3,31,31,31,5104
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2017,4,30,30,30,5032
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2017,5,31,31,31,5527
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2017,6,60,60,60,10085
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2017,7,62,62,62,10585
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2017,8,62,62,62,11018
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2017,9,60,60,60,10804
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2017,10,60,60,60,10676
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2017,11,30,30,30,5366
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2017,12,31,31,31,5546
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2018,1,30,30,30,5291
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2018,2,28,28,28,4724
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2018,3,31,31,31,5181
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2018,4,30,30,30,5321
Turkish Airlines,ASB,TKM,Åõ¸£Å©¸Þ´Ï½ºÅº,IST,TUR,2018,5,31,31,31,5297
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2016,6,13,13,13,2444
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2016,7,13,13,13,2457
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2016,8,13,13,13,2492
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2016,9,13,13,13,2506
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2016,10,12,12,12,2328
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2016,11,10,10,10,1940
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2016,12,12,12,12,2290
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2017,1,11,11,11,1928
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2017,2,9,9,9,1654
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2017,3,11,11,11,2086
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2017,4,13,13,13,2441
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2017,5,13,13,13,2446
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2017,6,13,13,13,2460
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2017,7,14,14,14,2642
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2017,8,13,13,13,2442
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2017,9,13,13,13,2460
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2017,10,13,13,13,2444
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2017,11,13,13,13,2460
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2017,12,13,13,13,2390
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2018,1,11,11,11,2032
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2018,2,11,11,11,1860
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2018,3,14,14,14,2507
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2018,4,13,13,13,2414
Turkish Airlines,DYU,TJK,Å¸ÁöÅ°½ºÅº,IST,TUR,2018,5,13,13,13,2434
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,AYT,TUR,2017,6,5,5,5,825
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,AYT,TUR,2017,7,4,4,4,660
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,AYT,TUR,2017,8,4,4,4,660
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,AYT,TUR,2017,9,2,2,2,330
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2016,6,62,62,62,9362
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2016,7,66,66,66,9966
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2016,8,67,67,67,10117
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2016,9,64,64,64,9664
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2016,10,63,63,63,9527
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2016,11,43,43,43,6493
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2016,12,45,45,45,6795
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2017,1,35,35,35,5285
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2017,2,41,41,41,6191
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2017,3,47,47,47,7111
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2017,4,60,60,60,9060
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2017,5,62,62,62,9362
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2017,6,60,60,60,9060
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2017,7,63,63,63,9513
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2017,8,62,62,62,9362
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2017,9,60,60,60,9060
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2017,10,61,61,61,9211
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2017,11,43,43,43,6507
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2017,12,44,44,44,6644
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2018,1,43,43,43,6493
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2018,2,40,40,40,6040
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2018,3,47,47,47,7097
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2018,4,58,58,58,8758
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2018,5,62,62,62,9362
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2016,6,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2016,7,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2016,8,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2016,9,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2016,10,14,14,14,2114
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2016,11,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2016,12,14,14,14,2114
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2017,1,12,12,12,1812
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2017,2,12,12,12,1812
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2017,3,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2017,4,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2017,5,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2017,6,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2017,7,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2017,8,14,14,14,2114
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2017,9,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2017,10,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2017,11,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2017,12,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2018,1,13,13,13,1963
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2018,2,12,12,12,1812
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2018,3,14,14,14,2114
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2018,4,12,12,12,1812
Turkish Airlines,FRU,KGZ,Å°¸£±â½º½ºÅº,ULN,MGL,2018,5,14,14,14,2114
Turkish Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2016,6,12,12,12,1584
Turkish Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2016,7,17,17,17,2262
Turkish Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2016,8,17,17,17,2244
Turkish Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2016,9,17,17,17,2244
Turkish Airlines,OSS,KGZ,Å°¸£±â½º½ºÅº,IST,TUR,2016,10,14,14,14,1866
Turkish Airlines,SKD,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2018,3,5,5,5,769
Turkish Airlines,SKD,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2018,4,8,8,8,1208
Turkish Airlines,SKD,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2018,5,9,9,9,1359
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2016,6,29,29,29,5509
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2016,7,31,31,31,8245
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2016,8,31,31,31,8542
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2016,9,30,30,30,8386
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2016,10,31,31,31,8562
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2016,11,30,30,30,5458
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2016,12,31,31,31,5566
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2017,1,27,27,27,4852
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2017,2,26,26,26,4795
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2017,3,31,31,31,6032
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2017,4,30,30,30,8654
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2017,5,31,31,31,9455
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2017,6,30,30,30,9098
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2017,7,31,31,31,9429
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2017,8,31,31,31,9423
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2017,9,30,30,30,8750
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2017,10,31,31,31,9377
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2017,11,30,30,30,8736
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2017,12,31,31,31,7959
Turkish Airlines,TAS,UZB,¿ìÁîº£Å°½ºÅº,IST,TUR,2018,1,30,30,30,5400
