Ç×°ø»ç,Ãâ¹ß °øÇ×,Ãâ¹ß ±¹°¡,Ãâ¹ß±¹°¡ÀÌ¸§,µµÂø °øÇ×,µµÂø ±¹°¡,³âµµ,¿ù,¿îÇ×È¸¼ö,Ãâ¹ß ±¹°¡,µµÂø ±¹°¡,Á¤¿ø(ÀüÃ¼)
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2018,4,2,2,2,378
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2018,5,4,4,4,756
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,REN,RUS,2016,11,1,1,1,149
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,REN,RUS,2016,12,2,2,2,338
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,REN,RUS,2017,2,2,2,2,378
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,REN,RUS,2017,3,4,4,4,756
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,REN,RUS,2017,4,4,4,4,756
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2016,6,5,5,5,945
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2016,7,4,4,4,756
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2016,8,4,4,4,756
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2016,9,5,5,5,905
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2016,10,4,4,4,716
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2016,11,4,4,4,716
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2016,12,4,4,4,756
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,VKO,RUS,2017,10,1,1,1,189
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,VKO,RUS,2017,11,13,13,13,2457
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,VKO,RUS,2017,12,12,12,12,2268
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,VKO,RUS,2018,1,13,13,13,2457
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,VKO,RUS,2018,2,12,12,12,2148
Somon Air,LBD,TJK,Å¸ÁöÅ°½ºÅº,VKO,RUS,2018,3,10,10,10,1890
Somon Air,TAS,UZB,¿ìÁîº£Å°½ºÅº,DYU,TJK,2017,2,1,1,1,189
Somon Air,TAS,UZB,¿ìÁîº£Å°½ºÅº,DYU,TJK,2018,2,2,2,2,368
Somon Air,TJU,TJK,Å¸ÁöÅ°½ºÅº,VKO,RUS,2017,10,1,1,1,189
Somon Air,TJU,TJK,Å¸ÁöÅ°½ºÅº,VKO,RUS,2017,11,12,12,12,2268
Somon Air,TJU,TJK,Å¸ÁöÅ°½ºÅº,VKO,RUS,2017,12,13,13,13,2457
Somon Air,TJU,TJK,Å¸ÁöÅ°½ºÅº,VKO,RUS,2018,1,14,14,14,2646
Somon Air,TJU,TJK,Å¸ÁöÅ°½ºÅº,VKO,RUS,2018,2,12,12,12,2188
Somon Air,TJU,TJK,Å¸ÁöÅ°½ºÅº,VKO,RUS,2018,3,17,17,17,3173
Somon Air,TJU,TJK,Å¸ÁöÅ°½ºÅº,VKO,RUS,2018,4,26,26,26,3914
Somon Air,TJU,TJK,Å¸ÁöÅ°½ºÅº,VKO,RUS,2018,5,15,15,15,2835
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2016,6,5,5,5,937
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2016,7,4,4,4,788
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2016,8,4,4,4,644
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2016,9,5,5,5,964
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2016,10,3,3,3,591
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2016,11,4,4,4,644
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2016,12,5,5,5,745
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2017,1,4,4,4,746
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2017,2,3,3,3,597
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2017,3,2,2,2,448
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2017,6,2,2,2,298
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2017,7,2,2,2,298
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2017,8,3,3,3,447
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2017,9,2,2,2,298
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2017,12,3,3,3,522
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2018,1,3,3,3,447
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2018,2,2,2,2,298
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2018,3,3,3,3,447
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2018,4,2,2,2,298
Tajik Air,ALA,KAZ,Ä«ÀÚÈå½ºÅº,DYU,TJK,2018,5,1,1,1,149
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2016,6,5,5,5,937
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2016,7,4,4,4,788
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2016,8,4,4,4,644
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2016,9,5,5,5,964
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2016,10,4,4,4,788
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2016,11,4,4,4,644
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2016,12,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2017,1,4,4,4,746
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2017,2,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2017,3,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2017,6,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2017,7,3,3,3,447
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2017,8,3,3,3,447
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2017,9,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2017,12,3,3,3,522
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2018,1,3,3,3,447
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2018,2,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2018,3,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2018,4,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,ALA,KAZ,2018,5,1,1,1,149
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2016,6,4,4,4,692
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2016,7,5,5,5,937
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2016,8,4,4,4,692
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2016,9,4,4,4,794
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2016,10,4,4,4,815
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2016,11,6,6,6,990
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2016,12,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2017,1,3,3,3,597
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2017,2,4,4,4,896
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2017,3,1,1,1,224
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2017,4,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2017,5,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2017,7,4,4,4,746
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2017,8,2,2,2,373
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2017,9,1,1,1,224
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2017,12,2,2,2,373
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2018,1,5,5,5,895
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2018,2,4,4,4,896
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2018,3,4,4,4,746
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2018,4,6,6,6,969
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DEL,IND,2018,5,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2016,6,30,30,30,5814
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2016,7,31,31,31,5915
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2016,8,28,28,28,5324
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2016,9,27,27,27,5535
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2016,10,28,28,28,5543
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2016,11,30,30,30,5910
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2016,12,11,11,11,2275
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,1,15,15,15,3360
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,2,27,27,27,6048
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,3,9,9,9,2016
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,4,13,13,13,2912
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,5,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,7,14,14,14,3136
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,9,7,7,7,1493
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,11,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2017,12,4,4,4,896
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2018,1,32,32,32,7168
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2018,2,28,28,28,6272
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2018,3,30,30,30,6720
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2018,4,29,29,29,6346
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,DME,RUS,2018,5,21,21,21,4704
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2016,6,5,5,5,985
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2016,7,4,4,4,788
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2016,8,4,4,4,788
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2016,9,4,4,4,767
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2016,10,4,4,4,788
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2016,11,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2016,12,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2017,1,4,4,4,746
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2017,2,3,3,3,672
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2017,3,1,1,1,224
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2017,4,1,1,1,224
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2017,5,2,2,2,373
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2017,6,3,3,3,447
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2017,7,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2017,8,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2017,9,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2017,12,4,4,4,671
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2018,1,1,1,1,149
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2018,2,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2018,3,2,2,2,373
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2018,4,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,FRU,KGZ,2018,5,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2016,6,4,4,4,692
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2016,7,5,5,5,985
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2016,8,4,4,4,644
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2016,9,4,4,4,842
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2016,10,5,5,5,985
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2016,11,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2016,12,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2017,1,4,4,4,746
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2017,2,4,4,4,671
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2017,3,2,2,2,373
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2017,4,4,4,4,896
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2017,5,3,3,3,447
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2017,6,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2017,7,5,5,5,745
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2017,8,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2017,9,4,4,4,746
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2017,10,3,3,3,597
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2017,11,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2017,12,4,4,4,671
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2018,1,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2018,2,5,5,5,820
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2018,3,5,5,5,970
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2018,4,5,5,5,745
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,IKA,IRI,2018,5,3,3,3,447
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2016,6,4,4,4,788
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2016,7,4,4,4,788
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2016,8,4,4,4,788
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2016,9,4,4,4,815
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2016,10,5,5,5,985
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2016,11,5,5,5,985
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2016,12,2,2,2,421
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2017,3,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2017,4,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2017,5,1,1,1,224
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2017,7,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2017,9,1,1,1,224
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2017,10,1,1,1,224
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2017,11,1,1,1,224
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2017,12,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2018,1,4,4,4,896
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2018,2,4,4,4,821
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2018,3,7,7,7,1568
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2018,4,4,4,4,896
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,LED,RUS,2018,5,3,3,3,672
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2016,6,3,3,3,447
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2016,7,5,5,5,745
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2016,8,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2016,9,4,4,4,671
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2016,10,5,5,5,1120
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2016,11,8,8,8,1192
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2016,12,7,7,7,1043
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,1,5,5,5,895
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,2,4,4,4,896
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,3,3,3,3,672
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,4,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,5,3,3,3,522
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,6,5,5,5,745
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,7,4,4,4,671
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,8,2,2,2,373
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,9,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,10,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,11,3,3,3,672
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2017,12,3,3,3,672
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2018,1,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2018,2,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2018,3,5,5,5,895
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2018,4,4,4,4,821
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,OVB,RUS,2018,5,4,4,4,821
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,PEK,CHN,2016,6,2,2,2,394
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,PEK,CHN,2016,7,4,4,4,788
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,PEK,CHN,2016,8,2,2,2,394
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,PEK,CHN,2017,2,1,1,1,224
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2016,11,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2016,12,2,2,2,346
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2017,12,2,2,2,373
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2018,1,1,1,1,149
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2018,2,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2018,3,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2018,4,3,3,3,447
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SGC,RUS,2018,5,1,1,1,149
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2016,6,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2016,7,5,5,5,745
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2016,8,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2016,9,5,5,5,970
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2016,10,4,4,4,896
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2016,11,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2016,12,5,5,5,745
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2017,1,4,4,4,746
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2017,2,3,3,3,672
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2017,4,3,3,3,637
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2017,5,4,4,4,671
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2017,6,5,5,5,745
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2017,7,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2017,8,4,4,4,671
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2017,9,5,5,5,745
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2017,10,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2017,11,2,2,2,448
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2017,12,5,5,5,895
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2018,1,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2018,2,2,2,2,298
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2018,3,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2018,4,4,4,4,596
Tajik Air,DYU,TJK,Å¸ÁöÅ°½ºÅº,SVX,RUS,2018,5,2,2,2,373
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2016,6,5,5,5,985
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2016,7,4,4,4,788
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2016,8,5,5,5,937
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2016,9,5,5,5,964
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2016,10,4,4,4,788
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2016,11,4,4,4,596
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2016,12,4,4,4,596
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2017,1,4,4,4,746
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2017,2,3,3,3,672
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2017,3,2,2,2,448
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2017,5,2,2,2,373
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2017,6,3,3,3,447
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2017,7,3,3,3,447
Tajik Air,FRU,KGZ,Å°¸£±â½º½ºÅº,DYU,TJK,2017,8,2,2,2,298
