도착 국가,출발 국가,항공사,출발 공항,도착 공항,년도,월,운항회수,출발 국가,도착 국가,정원(전체)
RUS,UZB,Uzbekistan Airways,FEG,LED,2017,12,4,4,4,600
RUS,UZB,Uzbekistan Airways,FEG,LED,2018,1,4,4,4,760
RUS,UZB,Uzbekistan Airways,FEG,LED,2018,2,4,4,4,720
RUS,UZB,Uzbekistan Airways,FEG,LED,2018,3,4,4,4,640
RUS,UZB,Uzbekistan Airways,FEG,LED,2018,4,5,5,5,750
RUS,UZB,Uzbekistan Airways,FEG,LED,2018,5,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2016,6,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2016,7,5,5,5,750
RUS,UZB,Uzbekistan Airways,KSQ,DME,2016,8,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2016,9,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2016,10,5,5,5,750
RUS,UZB,Uzbekistan Airways,KSQ,DME,2016,11,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2016,12,5,5,5,750
RUS,UZB,Uzbekistan Airways,KSQ,DME,2017,1,3,3,3,450
RUS,UZB,Uzbekistan Airways,KSQ,DME,2017,2,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2017,3,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2017,4,5,5,5,750
RUS,UZB,Uzbekistan Airways,KSQ,DME,2017,5,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2017,6,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2017,7,9,9,9,1350
RUS,UZB,Uzbekistan Airways,KSQ,DME,2017,8,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2017,9,5,5,5,750
RUS,UZB,Uzbekistan Airways,KSQ,DME,2017,10,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2017,11,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2017,12,5,5,5,750
RUS,UZB,Uzbekistan Airways,KSQ,DME,2018,1,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2018,2,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2018,3,5,5,5,750
RUS,UZB,Uzbekistan Airways,KSQ,DME,2018,4,4,4,4,600
RUS,UZB,Uzbekistan Airways,KSQ,DME,2018,5,4,4,4,600
RUS,UZB,Uzbekistan Airways,NCU,DME,2016,6,4,4,4,600
RUS,UZB,Uzbekistan Airways,NCU,DME,2016,7,4,4,4,600
RUS,UZB,Uzbekistan Airways,NCU,DME,2016,8,4,4,4,600
RUS,UZB,Uzbekistan Airways,NCU,DME,2016,9,4,4,4,600
RUS,UZB,Uzbekistan Airways,NCU,DME,2016,10,5,5,5,750
RUS,UZB,Uzbekistan Airways,NCU,DME,2016,11,4,4,4,600
RUS,UZB,Uzbekistan Airways,NCU,DME,2016,12,4,4,4,600
RUS,UZB,Uzbekistan Airways,NCU,DME,2017,3,1,1,1,150
RUS,UZB,Uzbekistan Airways,NCU,DME,2017,4,3,3,3,450
RUS,UZB,Uzbekistan Airways,NCU,DME,2017,5,1,1,1,150
RUS,UZB,Uzbekistan Airways,NMA,DME,2016,6,13,13,13,2149
RUS,UZB,Uzbekistan Airways,NMA,DME,2016,7,13,13,13,2098
RUS,UZB,Uzbekistan Airways,NMA,DME,2016,8,14,14,14,2362
RUS,UZB,Uzbekistan Airways,NMA,DME,2016,9,12,12,12,1902
RUS,UZB,Uzbekistan Airways,NMA,DME,2016,10,14,14,14,2197
RUS,UZB,Uzbekistan Airways,NMA,DME,2016,11,13,13,13,1984
RUS,UZB,Uzbekistan Airways,NMA,DME,2016,12,12,12,12,1965
RUS,UZB,Uzbekistan Airways,NMA,DME,2017,1,10,10,10,1670
RUS,UZB,Uzbekistan Airways,NMA,DME,2017,2,8,8,8,1234
RUS,UZB,Uzbekistan Airways,NMA,DME,2017,3,14,14,14,2100
RUS,UZB,Uzbekistan Airways,NMA,DME,2017,4,13,13,13,1950
RUS,UZB,Uzbekistan Airways,NMA,DME,2017,5,13,13,13,1950
RUS,UZB,Uzbekistan Airways,NMA,DME,2017,6,12,12,12,1800
RUS,UZB,Uzbekistan Airways,NMA,DME,2017,7,14,14,14,2100
RUS,UZB,Uzbekistan Airways,NMA,DME,2017,8,14,14,14,2100
RUS,UZB,Uzbekistan Airways,NMA,DME,2017,9,13,13,13,1950
RUS,UZB,Uzbekistan Airways,NMA,DME,2017,10,14,14,14,2140
RUS,UZB,Uzbekistan Airways,NMA,DME,2017,11,13,13,13,2092
RUS,UZB,Uzbekistan Airways,NMA,DME,2017,12,14,14,14,2220
RUS,UZB,Uzbekistan Airways,NMA,DME,2018,1,14,14,14,2300
RUS,UZB,Uzbekistan Airways,NMA,DME,2018,2,13,13,13,2167
RUS,UZB,Uzbekistan Airways,NMA,DME,2018,3,13,13,13,2070
RUS,UZB,Uzbekistan Airways,NMA,DME,2018,4,13,13,13,1950
RUS,UZB,Uzbekistan Airways,NMA,DME,2018,5,13,13,13,1950
RUS,UZB,Uzbekistan Airways,NVI,DME,2016,6,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2016,7,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2016,8,5,5,5,750
RUS,UZB,Uzbekistan Airways,NVI,DME,2016,9,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2016,10,5,5,5,750
RUS,UZB,Uzbekistan Airways,NVI,DME,2016,11,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2016,12,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2017,1,5,5,5,750
RUS,UZB,Uzbekistan Airways,NVI,DME,2017,2,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2017,3,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2017,4,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2017,5,5,5,5,750
RUS,UZB,Uzbekistan Airways,NVI,DME,2017,6,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2017,7,5,5,5,750
RUS,UZB,Uzbekistan Airways,NVI,DME,2017,8,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2017,9,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2017,10,5,5,5,750
RUS,UZB,Uzbekistan Airways,NVI,DME,2017,11,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2017,12,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2018,1,5,5,5,750
RUS,UZB,Uzbekistan Airways,NVI,DME,2018,2,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2018,3,4,4,4,600
RUS,UZB,Uzbekistan Airways,NVI,DME,2018,4,5,5,5,750
RUS,UZB,Uzbekistan Airways,NVI,DME,2018,5,4,4,4,600
RUS,UZB,Uzbekistan Airways,SKD,DME,2016,6,22,22,22,3460
RUS,UZB,Uzbekistan Airways,SKD,DME,2016,7,21,21,21,3310
RUS,UZB,Uzbekistan Airways,SKD,DME,2016,8,22,22,22,3454
RUS,UZB,Uzbekistan Airways,SKD,DME,2016,9,22,22,22,3300
RUS,UZB,Uzbekistan Airways,SKD,DME,2016,10,22,22,22,3476
RUS,UZB,Uzbekistan Airways,SKD,DME,2016,11,21,21,21,3481
RUS,UZB,Uzbekistan Airways,SKD,DME,2016,12,22,22,22,3454
RUS,UZB,Uzbekistan Airways,SKD,DME,2017,1,17,17,17,2590
RUS,UZB,Uzbekistan Airways,SKD,DME,2017,2,16,16,16,2400
RUS,UZB,Uzbekistan Airways,SKD,DME,2017,3,23,23,23,3610
RUS,UZB,Uzbekistan Airways,SKD,DME,2017,4,21,21,21,3292
RUS,UZB,Uzbekistan Airways,SKD,DME,2017,5,22,22,22,3482
RUS,UZB,Uzbekistan Airways,SKD,DME,2017,6,22,22,22,3460
RUS,UZB,Uzbekistan Airways,SKD,DME,2017,7,9,9,9,1350
RUS,UZB,Uzbekistan Airways,SKD,DME,2017,8,22,22,22,3436
RUS,UZB,Uzbekistan Airways,SKD,DME,2017,9,22,22,22,3488
RUS,UZB,Uzbekistan Airways,SKD,DME,2017,10,22,22,22,3436
RUS,UZB,Uzbekistan Airways,SKD,DME,2017,11,18,18,18,2700
RUS,UZB,Uzbekistan Airways,SKD,DME,2017,12,18,18,18,2700
RUS,UZB,Uzbekistan Airways,SKD,DME,2018,1,17,17,17,2550
RUS,UZB,Uzbekistan Airways,SKD,DME,2018,2,16,16,16,2400
RUS,UZB,Uzbekistan Airways,SKD,DME,2018,3,18,18,18,2700
RUS,UZB,Uzbekistan Airways,SKD,DME,2018,4,17,17,17,2550
RUS,UZB,Uzbekistan Airways,SKD,DME,2018,5,18,18,18,2700
RUS,UZB,Uzbekistan Airways,SKD,KZN,2016,6,5,5,5,750
RUS,UZB,Uzbekistan Airways,SKD,KZN,2016,7,3,3,3,450
RUS,UZB,Uzbekistan Airways,SKD,KZN,2016,8,4,4,4,600
RUS,UZB,Uzbekistan Airways,SKD,KZN,2016,9,5,5,5,750
RUS,UZB,Uzbekistan Airways,SKD,KZN,2016,10,4,4,4,600
RUS,UZB,Uzbekistan Airways,SKD,KZN,2016,11,4,4,4,600
RUS,UZB,Uzbekistan Airways,SKD,KZN,2016,12,5,5,5,750
RUS,UZB,Uzbekistan Airways,SKD,KZN,2017,1,2,2,2,300
RUS,UZB,Uzbekistan Airways,SKD,KZN,2017,2,2,2,2,300
RUS,UZB,Uzbekistan Airways,SKD,KZN,2017,3,3,3,3,450
RUS,UZB,Uzbekistan Airways,SKD,KZN,2017,4,4,4,4,600
RUS,UZB,Uzbekistan Airways,SKD,KZN,2017,5,4,4,4,600
RUS,UZB,Uzbekistan Airways,SKD,KZN,2017,6,5,5,5,750
RUS,UZB,Uzbekistan Airways,SKD,KZN,2017,7,4,4,4,600
RUS,UZB,Uzbekistan Airways,SKD,KZN,2017,8,5,5,5,750
RUS,UZB,Uzbekistan Airways,SKD,KZN,2017,9,4,4,4,600
RUS,UZB,Uzbekistan Airways,SKD,KZN,2017,10,4,4,4,600
RUS,UZB,Uzbekistan Airways,SKD,KZN,2017,11,2,2,2,300
RUS,UZB,Uzbekistan Airways,SKD,KZN,2018,4,1,1,1,150
RUS,UZB,Uzbekistan Airways,SKD,KZN,2018,5,4,4,4,600
RUS,UZB,Uzbekistan Airways,SKD,LED,2016,6,13,13,13,2110
RUS,UZB,Uzbekistan Airways,SKD,LED,2016,7,13,13,13,2110
RUS,UZB,Uzbekistan Airways,SKD,LED,2016,8,14,14,14,2254
RUS,UZB,Uzbekistan Airways,SKD,LED,2016,9,13,13,13,1950
RUS,UZB,Uzbekistan Airways,SKD,LED,2016,10,13,13,13,2126
RUS,UZB,Uzbekistan Airways,SKD,LED,2016,11,13,13,13,2281
RUS,UZB,Uzbekistan Airways,SKD,LED,2016,12,13,13,13,2104
RUS,UZB,Uzbekistan Airways,SKD,LED,2017,1,13,13,13,2150
RUS,UZB,Uzbekistan Airways,SKD,LED,2017,2,12,12,12,1942
RUS,UZB,Uzbekistan Airways,SKD,LED,2017,3,14,14,14,2260
RUS,UZB,Uzbekistan Airways,SKD,LED,2017,4,12,12,12,1942
RUS,UZB,Uzbekistan Airways,SKD,LED,2017,5,14,14,14,2282
RUS,UZB,Uzbekistan Airways,SKD,LED,2017,6,13,13,13,2110
RUS,UZB,Uzbekistan Airways,SKD,LED,2017,7,13,13,13,2120
RUS,UZB,Uzbekistan Airways,SKD,LED,2017,8,13,13,13,2086
RUS,UZB,Uzbekistan Airways,SKD,LED,2017,9,13,13,13,2098
RUS,UZB,Uzbekistan Airways,SKD,LED,2017,10,13,13,13,2120
RUS,UZB,Uzbekistan Airways,SKD,LED,2017,11,13,13,13,2104
RUS,UZB,Uzbekistan Airways,SKD,LED,2017,12,13,13,13,2092
RUS,UZB,Uzbekistan Airways,SKD,LED,2018,1,13,13,13,2086
RUS,UZB,Uzbekistan Airways,SKD,LED,2018,2,12,12,12,1948
RUS,UZB,Uzbekistan Airways,SKD,LED,2018,3,13,13,13,2110
RUS,UZB,Uzbekistan Airways,SKD,LED,2018,4,13,13,13,2150
RUS,UZB,Uzbekistan Airways,SKD,LED,2018,5,13,13,13,2086
RUS,UZB,Uzbekistan Airways,TAS,AER,2016,6,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,AER,2016,7,7,7,7,1164
RUS,UZB,Uzbekistan Airways,TAS,AER,2016,8,7,7,7,1050
RUS,UZB,Uzbekistan Airways,TAS,AER,2016,9,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,AER,2016,10,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,AER,2016,11,6,6,6,1225
RUS,UZB,Uzbekistan Airways,TAS,AER,2016,12,6,6,6,900
RUS,UZB,Uzbekistan Airways,TAS,AER,2017,1,4,4,4,697
RUS,UZB,Uzbekistan Airways,TAS,AER,2017,2,4,4,4,697
RUS,UZB,Uzbekistan Airways,TAS,AER,2017,3,8,8,8,1200
RUS,UZB,Uzbekistan Airways,TAS,AER,2017,4,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,AER,2017,5,9,9,9,1578
RUS,UZB,Uzbekistan Airways,TAS,AER,2017,6,8,8,8,1200
RUS,UZB,Uzbekistan Airways,TAS,AER,2017,7,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,AER,2017,8,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,AER,2017,9,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,AER,2017,10,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,AER,2017,11,7,7,7,1050
RUS,UZB,Uzbekistan Airways,TAS,AER,2017,12,7,7,7,1050
RUS,UZB,Uzbekistan Airways,TAS,AER,2018,1,6,6,6,900
RUS,UZB,Uzbekistan Airways,TAS,AER,2018,2,6,6,6,900
RUS,UZB,Uzbekistan Airways,TAS,AER,2018,3,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,AER,2018,4,8,8,8,1240
RUS,UZB,Uzbekistan Airways,TAS,AER,2018,5,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,DME,2016,6,60,60,60,14034
RUS,UZB,Uzbekistan Airways,TAS,DME,2016,7,62,62,62,13941
RUS,UZB,Uzbekistan Airways,TAS,DME,2016,8,60,60,60,12638
RUS,UZB,Uzbekistan Airways,TAS,DME,2016,9,60,60,60,11764
RUS,UZB,Uzbekistan Airways,TAS,DME,2016,10,62,62,62,12446
RUS,UZB,Uzbekistan Airways,TAS,DME,2016,11,60,60,60,13040
RUS,UZB,Uzbekistan Airways,TAS,DME,2016,12,60,60,60,13554
RUS,UZB,Uzbekistan Airways,TAS,DME,2017,1,61,61,61,14003
RUS,UZB,Uzbekistan Airways,TAS,DME,2017,2,56,56,56,13609
RUS,UZB,Uzbekistan Airways,TAS,DME,2017,3,61,61,61,14792
RUS,UZB,Uzbekistan Airways,TAS,DME,2017,4,60,60,60,14291
RUS,UZB,Uzbekistan Airways,TAS,DME,2017,5,62,62,62,14734
RUS,UZB,Uzbekistan Airways,TAS,DME,2017,6,60,60,60,13831
RUS,UZB,Uzbekistan Airways,TAS,DME,2017,7,60,60,60,14521
RUS,UZB,Uzbekistan Airways,TAS,DME,2017,8,66,66,66,14668
RUS,UZB,Uzbekistan Airways,TAS,DME,2017,9,63,63,63,14197
RUS,UZB,Uzbekistan Airways,TAS,DME,2017,10,63,63,63,14634
RUS,UZB,Uzbekistan Airways,TAS,DME,2017,11,61,61,61,14321
RUS,UZB,Uzbekistan Airways,TAS,DME,2017,12,68,68,68,16116
RUS,UZB,Uzbekistan Airways,TAS,DME,2018,1,62,62,62,14824
RUS,UZB,Uzbekistan Airways,TAS,DME,2018,2,55,55,55,13776
RUS,UZB,Uzbekistan Airways,TAS,DME,2018,3,61,61,61,15030
RUS,UZB,Uzbekistan Airways,TAS,DME,2018,4,61,61,61,15189
RUS,UZB,Uzbekistan Airways,TAS,DME,2018,5,62,62,62,15460
RUS,UZB,Uzbekistan Airways,TAS,KGD,2016,6,6,6,6,1060
RUS,UZB,Uzbekistan Airways,TAS,KGD,2016,7,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KGD,2016,8,7,7,7,1050
RUS,UZB,Uzbekistan Airways,TAS,KGD,2016,9,6,6,6,900
RUS,UZB,Uzbekistan Airways,TAS,KGD,2016,10,7,7,7,1124
RUS,UZB,Uzbekistan Airways,TAS,KGD,2016,11,8,8,8,1302
RUS,UZB,Uzbekistan Airways,TAS,KGD,2016,12,9,9,9,1418
RUS,UZB,Uzbekistan Airways,TAS,KGD,2017,1,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KGD,2017,2,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KGD,2017,3,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KGD,2017,4,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KGD,2017,5,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KGD,2017,6,8,8,8,1200
RUS,UZB,Uzbekistan Airways,TAS,KGD,2017,7,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KGD,2017,8,9,9,9,1390
RUS,UZB,Uzbekistan Airways,TAS,KGD,2017,9,6,6,6,940
RUS,UZB,Uzbekistan Airways,TAS,KGD,2017,10,7,7,7,1244
RUS,UZB,Uzbekistan Airways,TAS,KGD,2017,11,4,4,4,720
RUS,UZB,Uzbekistan Airways,TAS,KGD,2017,12,4,4,4,817
RUS,UZB,Uzbekistan Airways,TAS,KGD,2018,1,3,3,3,564
RUS,UZB,Uzbekistan Airways,TAS,KGD,2018,2,4,4,4,817
RUS,UZB,Uzbekistan Airways,TAS,KGD,2018,3,5,5,5,910
RUS,UZB,Uzbekistan Airways,TAS,KGD,2018,4,8,8,8,1434
RUS,UZB,Uzbekistan Airways,TAS,KGD,2018,5,8,8,8,1320
RUS,UZB,Uzbekistan Airways,TAS,KHV,2016,6,2,2,2,380
RUS,UZB,Uzbekistan Airways,TAS,KHV,2016,7,2,2,2,374
RUS,UZB,Uzbekistan Airways,TAS,KHV,2016,8,1,1,1,190
RUS,UZB,Uzbekistan Airways,TAS,KHV,2016,9,1,1,1,184
RUS,UZB,Uzbekistan Airways,TAS,KHV,2016,10,2,2,2,374
RUS,UZB,Uzbekistan Airways,TAS,KHV,2016,11,1,1,1,190
RUS,UZB,Uzbekistan Airways,TAS,KHV,2016,12,1,1,1,190
RUS,UZB,Uzbekistan Airways,TAS,KHV,2017,1,1,1,1,190
RUS,UZB,Uzbekistan Airways,TAS,KHV,2017,2,2,2,2,380
RUS,UZB,Uzbekistan Airways,TAS,KHV,2017,3,1,1,1,190
RUS,UZB,Uzbekistan Airways,TAS,KHV,2017,4,1,1,1,190
RUS,UZB,Uzbekistan Airways,TAS,KHV,2017,5,1,1,1,190
RUS,UZB,Uzbekistan Airways,TAS,KHV,2017,6,2,2,2,380
RUS,UZB,Uzbekistan Airways,TAS,KHV,2017,7,3,3,3,570
RUS,UZB,Uzbekistan Airways,TAS,KHV,2017,8,1,1,1,190
RUS,UZB,Uzbekistan Airways,TAS,KHV,2017,9,2,2,2,380
RUS,UZB,Uzbekistan Airways,TAS,KHV,2017,10,2,2,2,380
RUS,UZB,Uzbekistan Airways,TAS,KHV,2018,2,1,1,1,190
RUS,UZB,Uzbekistan Airways,TAS,KHV,2018,3,1,1,1,190
RUS,UZB,Uzbekistan Airways,TAS,KHV,2018,5,1,1,1,190
RUS,UZB,Uzbekistan Airways,TAS,KJA,2016,6,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KJA,2016,7,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KJA,2016,8,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KJA,2016,9,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KJA,2016,10,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KJA,2016,11,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KJA,2016,12,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KJA,2017,1,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KJA,2017,2,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KJA,2017,3,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KJA,2017,4,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KJA,2017,5,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KJA,2017,6,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KJA,2017,7,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KJA,2017,8,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KJA,2017,9,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KJA,2017,10,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KJA,2017,11,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KJA,2017,12,4,4,4,640
RUS,UZB,Uzbekistan Airways,TAS,KJA,2018,1,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KJA,2018,2,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KJA,2018,3,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KJA,2018,4,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KJA,2018,5,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KRR,2016,6,8,8,8,1200
RUS,UZB,Uzbekistan Airways,TAS,KRR,2016,7,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KRR,2016,8,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KRR,2016,9,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KRR,2016,10,8,8,8,1200
RUS,UZB,Uzbekistan Airways,TAS,KRR,2016,11,8,8,8,1200
RUS,UZB,Uzbekistan Airways,TAS,KRR,2016,12,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KRR,2017,1,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KRR,2017,2,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KRR,2017,3,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KRR,2017,4,8,8,8,1200
RUS,UZB,Uzbekistan Airways,TAS,KRR,2017,5,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KRR,2017,6,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KRR,2017,7,8,8,8,1200
RUS,UZB,Uzbekistan Airways,TAS,KRR,2017,8,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KRR,2017,9,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KRR,2017,10,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KRR,2017,11,8,8,8,1240
RUS,UZB,Uzbekistan Airways,TAS,KRR,2017,12,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KRR,2018,1,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KRR,2018,2,8,8,8,1200
RUS,UZB,Uzbekistan Airways,TAS,KRR,2018,3,8,8,8,1200
RUS,UZB,Uzbekistan Airways,TAS,KRR,2018,4,8,8,8,1200
RUS,UZB,Uzbekistan Airways,TAS,KRR,2018,5,9,9,9,1578
RUS,UZB,Uzbekistan Airways,TAS,KUF,2016,6,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KUF,2016,7,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KUF,2016,8,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KUF,2016,9,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KUF,2016,10,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KUF,2016,11,3,3,3,450
RUS,UZB,Uzbekistan Airways,TAS,KUF,2016,12,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KUF,2017,1,2,2,2,300
RUS,UZB,Uzbekistan Airways,TAS,KUF,2017,2,2,2,2,300
RUS,UZB,Uzbekistan Airways,TAS,KUF,2017,3,3,3,3,450
RUS,UZB,Uzbekistan Airways,TAS,KUF,2017,4,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KUF,2017,5,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KUF,2017,6,5,5,5,790
RUS,UZB,Uzbekistan Airways,TAS,KUF,2017,7,7,7,7,1050
RUS,UZB,Uzbekistan Airways,TAS,KUF,2017,8,6,6,6,900
RUS,UZB,Uzbekistan Airways,TAS,KUF,2017,9,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KUF,2017,10,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KUF,2017,11,3,3,3,450
RUS,UZB,Uzbekistan Airways,TAS,KUF,2017,12,3,3,3,450
RUS,UZB,Uzbekistan Airways,TAS,KUF,2018,1,2,2,2,300
RUS,UZB,Uzbekistan Airways,TAS,KUF,2018,2,2,2,2,300
RUS,UZB,Uzbekistan Airways,TAS,KUF,2018,3,3,3,3,450
RUS,UZB,Uzbekistan Airways,TAS,KUF,2018,4,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KUF,2018,5,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KZN,2016,6,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KZN,2016,7,4,4,4,634
RUS,UZB,Uzbekistan Airways,TAS,KZN,2016,8,6,6,6,900
RUS,UZB,Uzbekistan Airways,TAS,KZN,2016,9,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KZN,2016,10,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KZN,2016,11,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KZN,2016,12,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KZN,2017,1,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KZN,2017,2,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KZN,2017,3,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KZN,2017,4,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KZN,2017,5,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KZN,2017,6,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KZN,2017,7,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KZN,2017,8,7,7,7,1130
RUS,UZB,Uzbekistan Airways,TAS,KZN,2017,9,4,4,4,600
RUS,UZB,Uzbekistan Airways,TAS,KZN,2017,10,5,5,5,750
RUS,UZB,Uzbekistan Airways,TAS,KZN,2017,11,7,7,7,1050
RUS,UZB,Uzbekistan Airways,TAS,KZN,2017,12,8,8,8,1200
RUS,UZB,Uzbekistan Airways,TAS,KZN,2018,1,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KZN,2018,2,7,7,7,1050
RUS,UZB,Uzbekistan Airways,TAS,KZN,2018,3,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,KZN,2018,4,8,8,8,1200
RUS,UZB,Uzbekistan Airways,TAS,KZN,2018,5,9,9,9,1350
RUS,UZB,Uzbekistan Airways,TAS,LED,2016,6,17,17,17,3040
RUS,UZB,Uzbekistan Airways,TAS,LED,2016,7,18,18,18,3447
RUS,UZB,Uzbekistan Airways,TAS,LED,2016,8,16,16,16,2571
RUS,UZB,Uzbekistan Airways,TAS,LED,2016,9,17,17,17,3012
